Main Lines of Code,Logical Lines of Code,Number of committers,Number of developer commits,Number of previous modifications,Number of previous fixes,Number of bugs
2,58,0,9,3,1345,0
8,187,0,15,3,3122,0
30,289,0,27,6,1345,0
67,663,0,14,3,1345,0
18,201,0,10,2,1345,0
25,215,0,10,2,1345,0
1,31,0,6,0,0,0
34,677,0,4,2,1345,0
56,777,0,53,7,420,0
13,322,0,35,6,420,1
16,201,0,16,2,3122,0
21,238,0,7,2,3122,0
23,225,0,10,2,3122,0
4,29,0,3,3,16,0
7,212,0,5,2,1345,0
1,32,0,14,4,61,0
16,116,0,1,1,1345,0
44,1304,0,35,3,1345,0
1,39,0,7,4,3122,0
14,195,0,7,2,1345,1
41,351,0,4,2,3122,1
14,203,0,7,3,61,1
18,228,0,6,2,1345,1
8,62,0,16,0,0,0
29,192,0,56,5,1345,0
99,538,2,182,9,3122,2
1,7,0,1,0,0,0
1,15,0,10,2,1345,0
3,21,0,8,2,1345,0
20,99,0,25,3,1345,0
36,206,0,59,6,3122,2
18,163,0,16,4,420,0
1,5,0,3,2,420,1
1,16,0,1,0,0,0
1,6,0,4,2,420,0
1,5,0,5,2,420,0
1,4,0,4,2,420,0
1,18,0,9,3,420,1
1,10,0,10,3,420,0
57,321,0,18,3,3122,1
8,82,0,9,3,420,0
1,32,1,57,5,420,1
48,452,0,89,9,1345,1
1,23,0,6,0,0,0
1,17,0,4,2,420,0
1,19,0,9,4,33,0
9,69,0,19,2,1345,0
13,95,0,20,1,3122,0
1,18,0,4,2,1345,0
1,11,0,7,2,1345,0
1,14,0,3,2,1345,0
1,27,0,2,0,0,0
1,19,0,9,2,1345,0
1,18,0,6,0,0,0
1,22,0,8,3,420,0
1,18,0,4,2,1345,0
1,24,0,4,2,1345,0
1,20,0,7,2,1345,0
1,21,0,5,2,1345,0
28,135,0,19,3,1345,0
9,57,0,6,3,420,0
12,64,0,7,3,3122,0
1,5,0,13,3,420,0
1,5,0,15,3,420,0
1,5,0,11,3,420,0
6,38,0,11,3,420,0
1,24,0,8,2,1345,0
1,7,0,6,2,1345,0
36,235,0,62,7,420,0
1,15,0,4,3,420,0
1,38,0,7,3,1345,0
16,54,0,5,3,3122,0
7,70,0,8,3,1345,0
35,239,2,29,3,1345,0
1,6,0,5,4,1345,0
6,18,0,5,4,1345,0
5,24,0,5,4,1345,0
1,9,0,5,4,1345,0
23,146,0,15,6,1345,0
52,305,0,5,4,1345,0
1,4,0,5,4,1345,0
1,10,0,10,0,0,0
35,178,2,53,5,3122,0
26,216,2,40,4,420,0
2,71,0,1,0,0,0
1,19,2,24,4,420,0
1,33,0,15,4,420,0
1,50,2,30,4,420,1
1,9,0,33,4,420,0
2,89,0,5,2,420,1
6,90,2,32,4,420,0
4,65,0,28,4,420,0
3,78,0,12,4,1345,2
3,76,0,7,4,420,0
4,63,0,5,4,420,0
5,56,0,4,4,420,0
4,71,0,8,4,420,0
1,20,0,4,2,420,0
2,42,0,13,4,420,0
1,30,0,2,2,420,0
1,59,0,22,4,420,0
9,92,0,8,4,420,1
6,90,0,32,4,3122,0
8,46,1,35,6,113,0
1,20,0,14,4,16,0
19,142,0,17,4,3122,1
1,4,0,3,2,1345,0
1,13,0,1,0,0,0
4,34,0,2,2,1345,1
4,33,0,2,2,1345,2
38,257,1,83,7,1345,2
193,1277,1,330,9,1345,8
1,11,0,2,2,1345,1
20,104,0,16,8,1345,0
6,67,0,25,5,1345,1
1,17,0,4,2,1345,0
8,63,0,12,2,1345,0
58,288,0,49,7,3122,2
1,110,0,14,2,1345,0
5,56,0,4,2,1345,0
5,88,0,11,2,1345,0
7,88,0,35,6,3122,0
109,507,0,127,8,3122,0
4,118,0,69,6,1345,0
1,11,0,8,2,1345,0
6,55,0,69,5,1345,1
28,123,1,48,7,420,0
2,17,0,5,2,1345,0
8,51,0,16,2,1345,0
10,43,0,7,0,0,0
11,32,0,7,2,1345,0
2,17,0,5,2,1345,0
5,89,0,10,4,16,0
2,16,0,5,2,1345,0
10,93,0,10,4,16,0
1,9,0,4,2,1345,0
3,18,0,7,2,3122,0
9,72,0,9,4,16,0
1,17,0,5,2,1345,0
10,37,0,6,2,1345,0
36,217,0,16,4,16,0
9,56,0,7,3,1345,0
1,19,0,1,0,0,0
5,36,0,5,2,1345,0
1,22,0,14,0,0,0
13,78,0,13,6,3122,0
3,31,0,15,0,0,0
2,34,0,13,2,1345,0
6,44,0,23,0,0,0
5,41,0,10,2,1345,0
3,33,0,15,0,0,0
1,15,0,4,2,1345,0
3,35,0,23,2,33,0
7,43,0,17,0,0,0
3,30,0,70,7,1345,0
11,91,0,1,1,3122,0
43,273,0,28,4,3122,0
3,31,0,16,0,0,0
2,32,0,16,2,1345,0
5,38,0,27,2,1345,0
5,41,1,12,3,1345,0
4,52,0,10,1,3122,0
11,88,0,13,0,0,0
6,50,0,9,0,0,0
1,32,0,12,2,1345,0
4,43,0,21,3,1345,0
9,88,0,39,4,1345,0
53,237,0,46,5,420,0
7,81,0,13,0,0,0
1,6,0,4,2,1345,0
1,27,0,13,2,1345,0
14,84,0,13,5,1345,0
3,32,0,19,0,0,0
13,61,0,42,4,3122,0
39,259,0,34,4,3122,0
2,35,0,29,1,3122,0
10,78,0,11,0,0,0
20,107,0,7,0,0,0
26,145,0,19,0,0,0
56,250,0,41,1,3122,0
22,147,0,18,4,33,0
3,31,0,4,3,1345,0
12,65,2,31,2,1345,0
8,53,0,10,0,0,0
16,119,0,3,2,1345,0
67,425,0,18,4,3122,3
18,190,0,30,4,420,1
4,110,0,11,3,420,1
2,70,0,13,3,420,0
3,17,0,8,2,420,0
64,512,4,124,8,3122,4
7,68,0,3,2,420,0
15,331,0,11,3,1345,0
7,98,0,4,2,420,0
27,189,0,3,2,420,0
4,31,0,3,2,420,0
47,187,0,3,2,420,0
1,12,0,3,2,420,0
1,12,0,3,2,420,0
7,63,0,3,2,420,0
1,6,0,3,2,420,0
1,24,0,3,2,420,0
1,4,0,3,2,420,0
87,538,0,6,2,420,0
8,456,0,3,2,420,0
2,46,0,3,2,420,0
11,111,0,3,2,420,0
3,29,0,5,2,420,0
19,266,0,16,4,420,0
14,102,0,12,4,420,0
14,181,0,4,4,420,0
1,6,0,3,2,1345,0
1,6,0,4,4,420,0
1,6,0,10,4,420,0
3,71,0,6,2,1345,1
26,171,0,16,4,420,0
10,137,0,32,3,3122,1
7,46,0,21,3,1345,0
55,322,0,47,3,1345,0
55,283,0,2,1,1345,2
1,9,0,2,1,1345,0
8,39,0,6,0,0,0
4,39,0,8,1,1345,0
3,76,1,90,7,1345,0
1,18,0,10,0,0,0
1,5,0,4,3,61,0
1,11,0,2,0,0,0
1,4,0,2,0,0,0
1,7,0,2,1,1345,0
2,36,0,6,0,0,0
1,17,0,8,0,0,0
10,61,0,15,2,3122,0
1,20,0,8,3,420,0
2,38,0,16,3,420,0
5,26,0,4,3,1345,0
43,280,0,30,4,420,0
7,53,0,21,5,1345,0
1,18,0,5,3,1345,0
8,285,0,2,2,1345,0
25,108,2,21,5,420,1
16,74,0,8,5,420,1
46,147,0,13,5,420,2
18,89,0,8,5,420,3
4,46,0,7,4,16,2
17,121,0,7,5,420,1
4,48,0,5,3,16,1
1,14,0,4,3,16,2
1,14,0,2,2,16,2
1,14,0,2,2,16,2
14,76,0,6,4,3122,3
5,69,0,10,6,420,1
1,14,0,7,4,1345,1
1,14,0,2,2,16,2
1,14,0,2,2,16,2
4,45,0,3,3,16,2
14,82,0,9,4,1345,2
1,14,0,7,4,1345,1
1,14,0,2,2,16,2
1,14,0,2,2,16,2
13,100,0,2,2,16,2
9,61,0,2,2,16,3
2,45,1,3,2,420,0
2,65,0,5,3,420,0
2,82,0,7,4,16,0
2,42,1,5,3,420,0
19,157,0,7,2,1345,0
4,67,0,5,3,16,0
5,107,0,3,3,16,0
23,148,0,4,3,16,0
6,91,0,3,3,16,0
1,50,0,5,3,1345,0
1,9,0,5,3,1345,0
8,124,0,11,3,3122,0
3,40,0,16,4,3122,0
6,82,0,12,4,33,0
59,351,0,33,8,420,1
1,24,0,6,2,1345,0
61,541,1,81,8,420,2
13,89,0,17,5,420,2
10,80,0,9,4,16,0
104,403,0,19,5,420,0
5,51,0,4,0,0,0
36,209,0,15,3,420,0
55,251,0,26,6,420,0
1,16,0,1,0,0,0
1,16,0,2,0,0,0
1,23,0,3,0,0,0
51,252,0,10,2,3122,0
349,990,1,73,7,420,1
34,107,0,7,4,420,0
204,709,0,55,5,420,0
7,28,0,6,3,3122,0
3,32,0,1,0,0,0
23,208,0,9,3,420,0
10,141,0,8,3,420,0
15,136,0,9,3,420,0
1,4,0,3,3,420,0
24,158,0,5,4,420,0
23,125,0,7,4,420,0
1,42,0,6,4,3122,0
1,42,0,9,4,3122,0
13,235,0,12,5,420,0
4,73,0,9,5,420,0
1,34,0,8,5,420,0
6,49,0,12,5,420,0
16,194,0,10,4,420,0
7,60,0,7,4,420,0
2,65,0,9,4,420,0
2,30,0,2,0,0,0
22,204,0,11,3,420,0
8,137,0,9,3,420,0
14,133,0,11,3,420,0
1,4,0,3,3,420,0
1,10,0,2,0,0,0
17,57,0,2,0,0,0
219,862,0,20,4,420,0
1,26,0,1,0,0,0
18,93,0,7,4,420,0
1,23,0,4,4,420,0
2,26,0,4,4,420,0
17,121,1,10,4,1345,0
70,300,0,16,5,420,0
2,21,0,1,0,0,0
2,17,0,1,0,0,0
1,31,0,1,0,0,0
3,132,0,4,2,3122,0
6,189,0,4,4,420,0
21,189,0,6,3,1345,0
8,82,0,4,3,1345,0
1,14,0,2,0,0,0
74,456,0,8,2,1345,0
19,149,0,5,4,6,0
1,31,0,2,1,1345,0
3,38,0,3,1,1345,0
1,60,0,1,0,0,0
2,18,0,3,3,33,0
3,22,2,5,4,2,0
2,38,1,6,2,1345,0
6,63,0,11,3,3122,0
1,60,0,9,0,0,0
5,253,0,15,4,3122,0
15,934,0,25,5,1345,0
19,1044,0,13,2,3122,0
8,124,0,7,3,61,0
1,36,0,5,1,3122,0
42,323,0,15,4,3122,0
6,211,0,13,0,0,0
11,94,0,19,6,3122,0
10,136,0,23,5,3122,0
48,709,1,98,5,3122,0
1,172,0,12,0,0,0
9,84,0,6,0,0,0
7,145,0,17,3,1345,0
22,325,1,27,4,420,0
175,2274,1,114,7,3122,0
181,2247,1,29,5,3122,0
2,45,0,7,1,3122,0
1,135,0,3,2,420,0
1,63,0,7,1,3122,0
1,30,0,11,4,3122,0
2,34,0,8,1,1345,0
2,35,0,13,2,3122,0
16,194,0,52,3,1345,0
13,73,1,25,5,420,0
8,67,1,32,5,3122,0
6,147,0,29,4,3122,0
3,119,0,22,5,3122,0
3,693,0,6,3,1345,0
1,7,0,3,0,0,0
1,3,0,4,3,3122,0
1,33,0,1,0,0,0
5,49,0,12,0,0,0
15,167,0,12,0,0,0
7,116,0,19,2,113,0
32,427,1,81,4,3122,0
28,136,0,17,1,3122,0
26,146,0,18,4,3122,0
1,48,0,4,1,3122,0
5,57,1,5,3,3122,0
5,209,0,34,6,3122,0
8,484,0,9,2,3122,0
137,1231,1,77,5,3122,0
2,256,0,6,0,0,0
2,255,0,9,3,113,0
2,261,0,8,0,0,0
2,220,0,8,0,0,0
1,221,0,5,0,0,0
1,228,0,5,0,0,0
2,69,0,2,2,1345,0
19,551,1,67,7,420,0
42,402,0,11,4,3122,0
103,725,0,11,4,3122,0
25,212,0,6,1,3122,0
103,636,0,14,4,3122,0
18,173,0,35,4,3122,0
12,581,0,30,6,1345,0
12,589,1,6,2,1345,0
8,81,0,5,3,1345,0
8,91,1,5,2,1345,0
24,1012,0,59,5,3122,0
24,1001,1,5,3,3122,0
4,63,0,12,4,113,0
5,48,0,2,2,1345,0
5,58,0,8,2,3122,0
9,183,1,5,2,1345,0
2,40,0,4,4,33,0
15,177,0,6,1,1345,0
2,69,0,4,0,0,0
17,346,1,55,3,3122,0
8,72,0,13,1,1345,0
1,49,0,3,0,0,0
18,362,0,13,3,1345,0
1,79,0,9,3,113,0
1,46,0,7,0,0,0
3,54,0,3,0,0,0
4,98,0,4,0,0,0
5,131,0,6,1,1345,0
4,62,1,3,3,420,0
12,194,0,12,1,3122,0
28,293,0,50,8,3122,0
9,169,0,5,1,3122,0
5,221,0,27,2,3122,0
3,58,0,5,3,1345,0
26,331,0,13,3,3122,0
24,315,1,5,2,420,0
6,74,0,1,0,0,0
260,2041,0,4,1,1345,0
240,1973,0,20,4,420,0
19,276,1,29,3,1345,0
111,1132,1,147,8,3122,0
7,244,0,39,4,1345,0
6,66,0,23,4,3122,0
1,36,0,13,5,1345,0
7,168,0,31,3,3122,0
36,555,0,48,7,3122,0
4,167,0,26,4,1345,0
11,228,1,17,3,3122,0
9,88,0,4,0,0,0
3,36,0,9,1,1345,0
6,25,0,3,0,0,0
1,17,0,6,0,0,0
1,10,0,1,0,0,0
3,21,0,4,0,0,0
1,4,0,1,0,0,0
2,13,0,2,0,0,0
3,33,0,1,0,0,0
3,28,0,7,0,0,0
1,26,0,3,0,0,0
1,26,0,6,3,113,0
2,49,0,2,0,0,0
1,46,0,7,0,0,0
2,65,0,10,0,0,0
1,7,0,2,0,0,0
21,184,0,4,2,61,0
6,63,0,5,0,0,0
3,54,0,6,0,0,0
5,52,0,7,2,3122,0
4,47,0,4,0,0,0
12,98,0,11,0,0,0
5,72,0,5,0,0,0
4,62,0,14,3,1345,0
4,54,0,7,2,113,0
3,60,0,4,0,0,0
4,48,0,9,2,113,0
2,54,0,4,1,3122,0
2,46,0,4,1,3122,0
2,53,0,9,0,0,0
2,45,0,10,0,0,0
3,25,0,1,0,0,0
9,95,0,7,0,0,0
12,94,0,2,2,1345,0
2,42,0,5,3,420,0
1,32,0,3,1,3122,0
14,151,0,6,4,113,0
3,39,0,11,2,6,0
5,64,0,14,0,0,0
1,37,0,10,4,113,0
2,37,0,12,1,3122,0
1,37,0,3,0,0,0
4,55,0,8,0,0,0
2,24,0,2,0,0,0
2,31,0,1,0,0,0
4,42,0,5,0,0,0
5,76,0,7,0,0,0
1,22,0,3,3,1345,0
4,25,0,5,5,113,0
5,49,0,5,5,113,0
1,31,0,2,0,0,0
1,14,0,1,0,0,0
1,4,0,1,0,0,0
1,21,0,3,3,1345,0
1,38,0,1,0,0,0
1,21,0,1,0,0,0
1,38,0,2,0,0,0
1,80,0,2,0,0,0
1,184,0,18,3,1345,0
1,49,1,2,2,1345,0
1,85,0,3,3,1345,0
1,96,0,2,0,0,0
1,4,0,1,0,0,0
2,44,0,2,2,113,0
1,28,0,1,0,0,0
1,30,0,1,0,0,0
1,28,0,1,0,0,0
1,71,0,2,0,0,0
1,48,0,1,0,0,0
5,47,0,5,5,113,0
3,97,0,12,3,33,0
1,52,0,2,0,0,0
8,45,0,5,3,1345,0
1,38,0,5,0,0,0
1,15,0,3,0,0,0
1,27,0,3,0,0,0
1,30,0,5,3,1345,0
1,12,0,1,0,0,0
3,26,0,1,0,0,0
1,10,0,1,0,0,0
1,10,0,1,0,0,0
1,4,0,2,0,0,0
1,226,0,4,3,1345,0
8,45,0,4,3,1345,0
1,22,0,3,0,0,0
1,31,0,2,0,0,0
1,109,0,7,0,0,0
3,44,0,29,6,1345,0
26,229,0,5,2,1345,0
3,46,0,5,4,1345,0
11,63,0,4,0,0,0
4,60,0,4,2,420,0
3,46,0,10,3,420,0
1,15,0,1,0,0,0
1,12,0,2,0,0,0
4,36,0,3,0,0,0
1,12,0,2,0,0,0
3,28,0,3,0,0,0
2,29,0,4,1,1345,0
7,52,0,2,0,0,0
11,84,0,3,0,0,0
4,26,0,3,0,0,0
4,21,0,2,0,0,0
1,17,0,3,0,0,0
1,13,0,2,0,0,0
2,22,0,2,0,0,0
7,37,0,1,0,0,0
2,19,0,2,0,0,0
4,40,0,3,0,0,0
2,19,0,2,0,0,0
6,37,0,6,0,0,0
1,24,0,2,2,113,0
1,15,0,5,4,33,0
2,21,0,3,0,0,0
1,21,0,3,0,0,0
6,29,0,2,0,0,0
1,17,0,2,0,0,0
8,43,0,4,0,0,0
2,19,0,2,0,0,0
2,26,0,2,0,0,0
1,26,0,2,0,0,0
1,22,0,2,0,0,0
1,27,0,3,0,0,0
4,33,0,3,1,1345,0
3,16,0,3,0,0,0
4,20,0,3,0,0,0
3,15,0,3,0,0,0
1,20,0,4,0,0,0
4,18,0,3,0,0,0
208,1570,3,271,10,3122,3
3,32,0,2,0,0,0
4,36,0,8,0,0,0
53,229,0,17,4,3122,0
24,103,0,23,7,1345,0
1,6,0,4,0,0,0
1,6,0,5,0,0,0
14,79,0,11,0,0,0
2,34,0,8,4,3122,0
2,32,0,2,0,0,0
1,5,0,3,0,0,0
1,21,0,2,0,0,0
2,15,1,2,2,33,0
32,148,0,18,6,3122,0
130,390,0,54,7,1345,0
341,1855,0,74,4,1345,0
32,196,0,12,0,0,0
19,172,0,5,0,0,0
4,29,0,4,0,0,0
1,47,0,10,3,16,0
13,156,0,3,0,0,0
1,28,0,4,0,0,0
1,22,0,4,0,0,0
6,43,0,4,0,0,0
4,18,0,2,0,0,0
1,7,0,7,3,3122,0
4,25,0,9,3,3122,0
3,14,0,3,0,0,0
10,65,0,5,0,0,0
1,17,0,2,0,0,0
1,16,0,2,0,0,0
2,19,0,9,4,3122,0
1,6,0,4,2,3122,0
85,367,1,57,6,3122,0
1,8,0,1,0,0,0
1,6,0,9,4,3122,0
53,222,1,6,2,3122,1
1,30,0,4,2,3122,0
100,417,0,23,4,3122,0
1,21,0,16,6,1345,0
1,34,0,8,5,3122,1
26,130,0,11,3,1345,0
1,7,0,2,2,3122,0
14,161,0,22,6,1345,0
1,18,0,6,5,16,0
1,15,0,1,0,0,0
1,18,0,7,3,3122,0
2,22,0,7,3,3122,0
17,98,0,1,0,0,0
30,121,0,14,2,1345,1
1,11,0,2,0,0,0
57,210,0,26,5,3122,2
3,13,0,2,0,0,0
3,63,0,6,3,3122,0
1,6,0,3,0,0,0
7,60,0,10,0,0,0
67,236,0,38,5,1345,0
101,320,1,19,6,3122,1
16,98,0,4,0,0,0
92,270,0,31,2,3122,0
3,17,0,3,0,0,0
8,27,0,5,1,3122,0
1,4,0,2,0,0,0
9,155,0,9,3,1345,0
15,113,0,69,5,3122,0
2,34,0,2,1,3122,0
1,41,0,17,3,1345,0
45,161,0,21,6,3122,0
1,13,0,7,4,3122,0
3,19,0,9,3,3122,0
9,122,0,9,3,3122,0
9,82,0,17,6,3122,0
6,42,0,3,0,0,0
1,23,0,4,0,0,0
6,58,0,7,1,1345,0
4,20,0,1,0,0,0
4,76,0,3,0,0,0
2,17,0,5,2,3122,0
99,419,0,1,0,0,0
115,803,0,1,0,0,0
17,69,0,6,2,3122,0
9,68,0,2,0,0,0
1,4,0,2,0,0,0
1,15,0,2,0,0,0
5,31,0,4,0,0,0
8,39,0,2,0,0,0
8,61,0,4,0,0,0
1,4,0,4,4,16,0
1,6,0,2,0,0,0
1,4,0,4,2,1345,0
8,65,0,2,0,0,0
1,13,0,5,3,3122,0
12,81,0,5,3,3122,1
1,14,0,5,3,3122,0
1,7,0,5,3,3122,0
1,11,0,6,0,0,0
27,166,0,28,3,3122,0
7,57,0,7,4,16,0
1,16,0,3,0,0,0
1,7,0,5,3,3122,0
1,14,0,5,3,3122,0
1,13,0,3,0,0,0
1,4,0,2,0,0,0
1,11,0,2,0,0,0
9,61,0,28,3,1345,3
1,5,0,8,0,0,0
1,7,0,2,0,0,0
5,32,0,3,0,0,0
1,7,0,4,0,0,0
1,18,0,3,0,0,0
20,117,0,20,6,3122,2
1,28,0,6,0,0,0
1,19,0,2,0,0,0
1,23,0,2,0,0,0
2,50,0,6,2,1345,0
7,42,0,8,2,1345,0
1,12,0,1,0,0,0
1,12,0,2,0,0,0
1,18,0,13,5,1345,0
1,73,0,21,6,1345,0
3,56,0,13,5,1345,0
1,53,0,13,5,1345,0
1,58,0,15,5,1345,0
1,84,0,13,5,1345,0
1,72,0,13,5,1345,0
1,75,0,13,5,1345,0
1,57,0,15,5,1345,0
1,57,0,15,5,1345,0
1,62,0,15,5,1345,0
1,67,0,15,5,1345,0
1,49,0,13,5,1345,0
1,59,0,15,5,1345,0
7,105,0,27,6,1345,0
1,138,0,2,0,0,0
1,27,0,2,0,0,0
2,32,0,4,2,3122,0
1,15,0,1,0,0,0
1,62,0,2,2,3122,0
1,42,0,2,2,3122,0
1,42,0,2,2,3122,0
1,82,0,1,0,0,0
1,8,0,1,0,0,0
4,48,0,1,0,0,0
13,209,0,13,6,33,0
7,60,0,2,0,0,0
1,8,0,1,0,0,0
4,33,0,3,0,0,0
1,30,0,2,0,0,0
1,39,0,5,2,3122,0
1,48,0,5,2,3122,0
1,36,0,5,2,3122,0
1,37,0,5,2,3122,0
1,56,0,5,2,3122,0
1,37,0,5,2,3122,0
1,38,0,5,2,3122,0
1,36,0,5,2,3122,0
1,36,0,5,2,3122,0
1,36,0,5,2,3122,0
1,36,0,5,2,3122,0
1,36,0,5,2,3122,0
2,45,0,9,2,1345,0
6,44,0,5,2,1345,0
1,4,0,15,4,1345,0
1,15,0,5,2,1345,0
11,48,0,4,0,0,0
1,14,0,1,0,0,0
1,15,0,5,2,1345,0
1,80,0,14,4,1345,0
1,120,0,4,2,1345,0
5,28,0,0,0,1,0
2,17,0,0,0,1,0
7,34,0,0,0,1,0
1,9,0,0,0,1,0
1,10,0,0,0,1,0
1,3,0,0,0,1,0
3,41,0,0,0,1,0
1,57,0,0,0,1,0
1,5,0,0,0,1,0
1,5,0,0,0,1,0
4,53,0,0,0,1,1
12,81,0,0,0,1,0
25,205,0,0,0,1,0
1,11,0,0,0,1,0
7,109,0,0,0,1,0
52,350,0,0,0,1,0
1,21,0,0,0,1,0
1,16,0,0,0,1,0
1,32,0,0,0,1,0
2,68,0,0,0,1,0
1,19,0,0,0,1,0
1,27,0,0,0,1,0
1,58,0,0,0,1,0
1,42,0,0,0,1,0
11,100,0,0,0,1,0
3,50,0,0,0,1,0
1,15,0,0,0,1,0
1,25,0,0,0,1,0
18,165,0,0,0,1,0
2,25,0,0,0,1,0
8,275,0,0,0,1,0
8,275,0,0,0,1,0
1,50,0,0,0,1,0
27,237,0,0,0,1,0
1,12,0,0,0,1,0
1,36,0,0,0,1,1
8,82,0,0,0,1,0
3,30,0,0,0,1,0
1,15,0,0,0,1,0
1,11,0,0,0,1,0
8,58,0,0,0,1,0
8,61,0,0,0,1,1
5,21,0,0,0,1,0
2,24,0,0,0,1,0
3,33,0,0,0,1,0
2,22,0,0,0,1,0
2,28,0,0,0,1,1
9,74,0,0,0,1,1
3,21,0,0,0,1,0
3,49,0,0,0,1,0
5,88,0,0,0,1,0
6,99,0,0,0,1,0
17,109,0,0,0,1,0
4,36,0,0,0,1,0
10,149,0,0,0,1,0
2,30,0,0,0,1,1
1,11,0,0,0,1,0
3,24,0,0,0,1,0
1,14,0,0,0,1,0
1,11,0,0,0,1,0
1,11,0,0,0,1,0
3,22,0,0,0,1,0
3,44,0,0,0,1,1
3,58,0,0,0,1,1
26,124,0,0,0,1,0
1,21,0,0,0,1,0
1,19,0,0,0,1,0
3,18,0,0,0,1,0
1,10,0,0,0,1,0
2,28,0,0,0,1,0
1,14,0,0,0,1,0
2,28,0,0,0,1,0
3,20,0,0,0,1,0
1,14,0,0,0,1,0
2,17,0,0,0,1,0
3,33,0,0,0,1,0
1,10,0,0,0,1,0
1,10,0,0,0,1,0
3,39,0,0,0,1,0
2,34,0,0,0,1,1
2,25,0,0,0,1,0
2,50,0,0,0,1,1
2,26,0,0,0,1,0
2,40,0,0,0,1,0
4,50,0,0,0,1,0
2,45,0,0,0,1,1
2,23,0,0,0,1,0
4,46,0,0,0,1,0
2,48,0,0,0,1,1
3,47,0,0,0,1,0
3,39,0,0,0,1,0
2,34,0,0,0,1,1
5,101,0,0,0,1,0
3,44,0,0,0,1,0
5,44,0,0,0,1,0
12,99,0,0,0,1,0
10,91,0,0,0,1,1
10,84,0,0,0,1,0
5,39,0,0,0,1,0
4,48,0,0,0,1,0
10,80,0,0,0,1,0
5,32,0,0,0,1,0
5,31,0,0,0,1,0
13,81,0,0,0,1,0
2,40,0,0,0,1,0
8,74,0,0,0,1,0
1,10,0,0,0,1,0
85,801,0,0,0,1,1
4,61,0,0,0,1,1
5,67,0,0,0,1,1
9,48,0,0,0,1,1
6,48,0,0,0,1,1
6,45,0,0,0,1,1
15,71,0,0,0,1,1
4,24,0,0,0,1,0
9,76,0,0,0,1,1
2,19,0,0,0,1,0
9,48,0,0,0,1,1
12,75,0,0,0,1,0
8,47,0,0,0,1,1
1,11,0,0,0,1,0
9,59,0,0,0,1,1
8,51,0,0,0,1,1
1,8,0,0,0,1,0
5,40,0,0,0,1,0
1,18,0,0,0,1,0
1,19,0,0,0,1,0
8,87,0,0,0,1,2
5,101,0,0,0,1,0
17,220,0,0,0,1,1
1,65,0,0,0,1,0
4,25,0,0,0,1,0
3,26,0,0,0,1,0
8,458,0,0,0,1,0
8,75,0,0,0,1,0
1,22,0,0,0,1,0
12,88,0,0,0,1,0
1,11,0,0,0,1,0
3,35,0,0,0,1,1
4,31,0,0,0,1,0
1,8,0,0,0,1,0
3,25,0,0,0,1,0
1,7,0,0,0,1,0
11,83,0,0,0,1,0
7,85,0,0,0,1,0
69,566,0,0,0,1,0
4,26,0,0,0,1,0
1,15,0,0,0,1,0
1,5,0,0,0,1,0
1,11,0,0,0,1,0
3,61,0,0,0,1,0
2,22,0,0,0,1,0
5,72,0,0,0,1,0
5,79,0,0,0,1,0
4,40,0,0,0,1,0
1,32,0,0,0,1,0
16,84,0,0,0,1,0
4,42,0,0,0,1,0
11,82,0,0,0,1,0
58,386,0,0,0,1,0
63,475,0,0,0,1,0
66,293,0,0,0,1,0
7,65,0,0,0,1,0
25,131,0,0,0,1,0
16,119,0,0,0,1,0
7,85,0,0,0,1,0
1,7,0,0,0,1,0
1,21,0,0,0,1,0
2,37,0,0,0,1,0
1,19,0,0,0,1,0
4,33,0,0,0,1,0
3,42,0,0,0,1,0
1,4,0,0,0,1,0
1,5,0,0,0,1,0
3,42,0,0,0,1,0
11,60,0,0,0,1,0
16,113,0,0,0,1,1
3,34,0,0,0,1,0
16,94,0,0,0,1,0
7,77,0,0,0,1,0
5,31,0,0,0,1,0
9,130,0,0,0,1,1
2,18,0,0,0,1,0
2,19,0,0,0,1,0
1,5,0,0,0,1,0
1,19,0,0,0,1,0
1,28,0,0,0,1,0
7,90,0,0,0,1,0
1,39,0,0,0,1,0
1,23,0,0,0,1,0
1,14,0,0,0,1,0
3,77,0,0,0,1,0
1,14,0,0,0,1,0
1,23,0,0,0,1,0
1,80,0,0,0,1,0
1,33,0,0,0,1,0
2,43,0,0,0,1,0
3,58,0,0,0,1,0
1,18,0,0,0,1,0
1,17,0,0,0,1,0
10,112,0,0,0,1,0
5,110,0,0,0,1,0
4,106,0,0,0,1,0
7,128,0,0,0,1,0
4,86,0,0,0,1,0
1,49,0,0,0,1,0
1,44,0,0,0,1,0
20,154,0,0,0,1,0
2,23,0,0,0,1,0
1,53,0,0,0,1,0
1,40,0,0,0,1,0
1,11,0,0,0,1,0
1,75,0,0,0,1,0
4,40,0,0,0,1,0
1,23,0,0,0,1,0
4,22,0,0,0,1,0
3,59,0,0,0,1,2
13,88,0,0,0,1,1
42,289,0,0,0,1,1
6,42,0,0,0,1,1
6,45,0,0,0,1,0
2,25,0,0,0,1,0
1,24,0,0,0,1,0
1,32,0,0,0,1,0
7,52,0,0,0,1,0
9,87,0,0,0,1,0
17,229,0,0,0,1,0
11,58,0,0,0,1,0
2,37,0,0,0,1,0
16,119,0,0,0,1,2
34,286,0,0,0,1,2
8,68,0,0,0,1,1
1,6,0,0,0,1,0
1,9,0,0,0,1,0
34,339,0,0,0,1,1
1,38,0,0,0,1,1
